Dispatch Advice & Supplier Invoice Report																																																	
Type of Item - [Component (2)]																																																	
Dispatch Advice Date - From:[01.01.2014]  TO: [06.03.2014]																																																	
																																																	
Dispatch Advice No	Supplier Invoice Number	Status	SAO	Port of Loading	Port of Discharge	Container Number(or AWB no if by Air)	Type of Container	Vessel Name&VoyageNo	Shipment Date	"Forwarder Ref. No. (Bill of Lading No, AWB No)"	Forwarder	Supplier Code	Suppler Name	Bill To Party Code	Bill to Party Name	Ship to Party Code	Ship to Party (Delivery Details)	Ship To Party Country	Create Date	Update Date	Updated By	Dispatch Advice Line No	Client P/O no	Customer Order Item Line No	PO No	Item Line no in PO	Schedule line no	CMMF	CMMF Descrption	Brand	Customs Code	Vendor Material No	Quantity Delivered	Unit	Gross Weight (KG)	Net Weight (KG)	Volume (CBM)	NB of Packages	The type of Packages	PCS PER PACKAGE	The Package Number Sequence From	The Package Number Sequence To	Pallet No	PO  Unit Price	Quantity Base (Per Unit Price)	Item Total	Charge / Discount	Remark	Amount
DA140000088500	21871	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	TCLU8676242	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	25	415255/023	000001	9322129250	00010	01	8080011995	0A08285 PLATINE EQUIP.AMORT.BL-SOUPMAK	NON GR OEM	8487905990		3968	PCE	207.70	180.00	0.7	62.00	CARTON	64.00	1.00	62.00		51.00	100	"2,040.00"			
DA140000088500	21871	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	TCLU8676242	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	26	415255/023	000001	9322129250	00010	01	8080011995	0A08285 PLATINE EQUIP.AMORT.BL-SOUPMAK	NON GR OEM	8487905990		32	PCE	2.00	1.50	0.15	1.00	CARTON	32.00	63.00	63.00	1.00	51.00	100	"2,040.00"			
DA140000088500	21871	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	TCLU8676242	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	27	415255/021	000001	9322119242	00010	01	8080011995	0A08285 PLATINE EQUIP.AMORT.BL-SOUPMAK	NON GR OEM	8487905990		960	PCE	50.10	43.50	0.07	15.00	CARTON	64.00	1.00	15.00		51.00	100	510.00			
DA140000088500	21871	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	TCLU8676242	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	28	415255/021	000001	9322119242	00010	01	8080011995	0A08285 PLATINE EQUIP.AMORT.BL-SOUPMAK	NON GR OEM	8487905990		40	PCE	2.00	1.80	0.01	1.00	CARTON	40.00	16.00	16.00		51.00	100	510.00			
DA140000088500	21871	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	TCLU8676242	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	29	415255/022	000001	9322125063	00010	01	8080011995	0A08285 PLATINE EQUIP.AMORT.BL-SOUPMAK	NON GR OEM	8487905990		3968	PCE	207.70	180.00	0.7	62.00	CARTON	64.00	1.00	62.00		51.00	100	"2,040.00"			
DA140000088500	21871	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	TCLU8676242	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	30	415255/022	000001	9322125063	00010	01	8080011995	0A08285 PLATINE EQUIP.AMORT.BL-SOUPMAK	NON GR OEM	8487905990		32	PCE	2.00	1.50	0.15	1.00	CARTON	32.00	63.00	63.00	1.00	51.00	100	"2,040.00"			
DA140000088500	21871	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	TCLU8676242	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	31	415818/013	000001	9322138817	00010	01	8080013076	0A16220 KIT PATISSERIEBC117-MC COMPACT	NON GR OEM	8509900000		1920	PCE	620.00	344.00	9.6	160.00	CARTON	12.00	1.00	160.00	10.00	362.00	100	"10,425.60"			
DA140000088500	21871	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	TCLU8676242	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	32	415818/013	000001	9322138817	00010	01	8080013076	0A16220 KIT PATISSERIEBC117-MC COMPACT	NON GR OEM	8509900000		960	PCE	296.00	172.00	4.5	80.00	CARTON	12.00	161.00	240.00	4.00	362.00	100	"10,425.60"			
DA140000088500	21871	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	TCLU8676242	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	33	416014/002	000001	9322156524	00010	01	8080013406	0A16235 BOL PETRIN ASS-INOX-GR-MC COMP	NON GR OEM	8509900000		2160	PCE	"1,270.00"	"1,062.00"	7.6	180.00	CARTON	12.00	1.00	180.00	10.00	950.00	100	"23,237.00"			
DA140000088500	21871	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	TCLU8676242	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	34	416014/002	000001	9322156524	00010	01	8080013406	0A16235 BOL PETRIN ASS-INOX-GR-MC COMP	NON GR OEM	8509900000		144	PCE	88.40	70.80	0.5	12.00	CARTON	12.00	181.00	192.00	1.00	950.00	100	"23,237.00"			
DA140000088500	21871	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	TCLU8676242	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	35	416014/002	000001	9322156524	00010	01	8080013406	0A16235 BOL PETRIN ASS-INOX-GR-MC COMP	NON GR OEM	8509900000		132	PCE	82.00	64.90	0.49	11.00	CARTON	12.00	193.00	203.00		950.00	100	"23,237.00"			
DA140000088500	21871	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	TCLU8676242	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	36	416014/002	000001	9322156524	00010	01	8080013406	0A16235 BOL PETRIN ASS-INOX-GR-MC COMP	NON GR OEM	8509900000		10	PCE	5.40	4.90	0.01	1.00	CARTON	10.00	204.00	204.00	1.00	950.00	100	"23,237.00"			
DA140000088500	21871	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	TCLU8676242	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	37	414583/015	000001	9322148486	00010	01	8080010748	0A14609 GOULOTTE FAISCEAUX BT TFT	NON GR OEM	3926909790		600	PCE	58.00	30.80	0.82	40.00	CARTON	15.00	1.00	40.00	1.00	56.30	100	563.00			
DA140000088500	21871	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	TCLU8676242	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	38	414583/015	000001	9322148486	00010	01	8080010748	0A14609 GOULOTTE FAISCEAUX BT TFT	NON GR OEM	3926909790		390	PCE	42.60	20.00	0.69	26.00	CARTON	15.00	41.00	66.00		56.30	100	563.00			
DA140000088500	21871	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	TCLU8676242	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	39	414583/015	000001	9322148486	00010	01	8080010748	0A14609 GOULOTTE FAISCEAUX BT TFT	NON GR OEM	3926909790		10	PCE	0.80	0.60	0.01	1.00	CARTON	10.00	67.00	67.00	1.00	56.30	100	563.00			
DA140000088500	21871	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	TCLU8676242	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	40	415763/005	000001	9322148494	00010	01	8080012949	0A17553 GOULOTTE FAISCEAUX BT FIII OTC	NON GR OEM	8516900099		480	PCE	46.00	22.40	0.65	32.00	CARTON	15.00	1.00	32.00	1.00	51.50	100	515.00			
DA140000088500	21871	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	TCLU8676242	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	41	415763/005	000001	9322148494	00010	01	8080012949	0A17553 GOULOTTE FAISCEAUX BT FIII OTC	NON GR OEM	8516900099		510	PCE	48.00	24.00	0.7	34.00	CARTON	15.00	33.00	66.00		51.50	100	515.00			
DA140000088500	21871	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	TCLU8676242	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	42	415763/005	000001	9322148494	00010	01	8080012949	0A17553 GOULOTTE FAISCEAUX BT FIII OTC	NON GR OEM	8516900099		10	PCE	0.80	0.60	0.01	1.00	CARTON	10.00	67.00	67.00		51.50	100	515.00			
DA140000088500	21871	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	TCLU8676242	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	43	415774/005	000001	9322148451	00010	01	8080012960	0A17595 SUPPORT ELECTROVANNE FIII OTC	NON GR OEM	8516900099		1000	PCE	17.00	16.00	0.03	4.00	CARTON	250.00	1.00	4.00	1.00	35.00	100	350.00			
DA140000088500	21871	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	TCLU8676242	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	44	411982/019	000001	9322153802	00010	01	8090693798	0693798 TOLE BRIDE DE POMPE	NON GR OEM	8516900099		5000	PCE	118.00	106.00	0.3	10.00	CARTON	500.00	1.00	10.00		29.40	100	"1,470.00"			
DA140000088500	21871	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	TCLU8676242	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	45	413376/044	000001	9322153824	00010	01	8090678964	0678964 BOUTON 1V2 DD3	NON GR OEM	8509900000		12000	PCE	15.00	12.40	0.1	4.00	CARTON	"3,000.00"	1.00	4.00		2.69	100	322.80			
DA140000088500	21871	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	TCLU8676242	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	46	413377/044	000001	9322153823	00010	01	8090678965	0678965 BOUTON TURBO V2 DD3	NON GR OEM	8509900000		12000	PCE	17.00	14.30	0.1	4.00	CARTON	"3,000.00"	1.00	4.00		2.69	100	322.80			
DA140000088500	21871	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	TCLU8676242	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	47	415931/008	000001	9322158276	00010	01	8080013202	0A05137 BOUTON TURBO GRIS HBL OVEO	NON GR OEM	3926909790		6000	PCE	9.00	7.10	0.05	2.00	CARTON	"3,000.00"	1.00	2.00		2.70	100	162.00			
DA140000088500	21871	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	TCLU8676242	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	48	415930/008	000001	9322158290	00010	01	8080013201	0A05136 BOUTON 1 GRIS HBL OVEO	NON GR OEM	3926909790		3000	PCE	6.00	3.10	0.03	1.00	CARTON	"3,000.00"	1.00	1.00		2.70	100	135.00			
DA140000088500	21871	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	TCLU8676242	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	49	415930/008	000001	9322158290	00010	01	8080013201	0A05136 BOUTON 1 GRIS HBL OVEO	NON GR OEM	3926909790		2000	PCE	4.00	2.50	0.02	1.00	CARTON	"2,000.00"	2.00	2.00	1.00	2.70	100	135.00			
DA140000088501	21870	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	SEGU4461798	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS LTD Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	1	413206/057	000001	9322148244	00010	01	8090678897	0678897 KNOB HATCH RED	NON GR OEM	8509900000		6048	PCE	79.00	36.10	0.9	42.00	CARTON	144.00	1.00	42.00	1.00	15.88	100	960.42			
DA140000088501	21870	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	SEGU4461798	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS LTD Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	5	409386/303	000001	9322153792	00010	01	8080006277	0678682 SPATULE TS PRODUITS(M00492)117	NON GR OEM	3926909790	8080006266	9600	PCE	238.00	200.00	1.1	80.00	CARTON	120.00	1.00	80.00	1.00	11.33	100	"1,087.68"			
DA140000088501	21870	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	SEGU4461798	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS LTD Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	6	410030/179	000001	9322153795	00010	01	8080006371	0697616 PANIER CENTRI ASS.(117)DFC	NON GR OEM	8509900000	8080006371	4368	PCE	"1,005.70"	568.00	12	208.00	CARTON	21.00	1.00	208.00	13.00	92.28	100	"4,418.37"			
DA140000088501	21870	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	SEGU4461798	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS LTD Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	7	410030/179	000001	9322153795	00010	01	8080006371	0697616 PANIER CENTRI ASS.(117)DFC	NON GR OEM	8509900000	8080006371	420	PCE	93.20	54.60	1.1	20.00	CARTON	21.00	209.00	228.00	1.00	92.28	100	"4,418.37"			
DA140000088501	21870	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	SEGU4461798	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS LTD Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	8	413204/073	000001	9322148251	00010	01	8090678895	0678895 BOUTON COMMANDE METAL ODACIO3	NON GR OEM	8509900000		6048	PCE	229.60	144.00	2	96.00	CARTON	63.00	1.00	96.00	2.00	70.99	100	"6,261.32"			
DA140000088501	21870	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	SEGU4461798	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS LTD Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	9	413204/073	000001	9322148251	00010	01	8090678895	0678895 BOUTON COMMANDE METAL ODACIO3	NON GR OEM	8509900000		2772	PCE	106.40	66.00	1	44.00	CARTON	63.00	97.00	140.00	1.00	70.99	100	"6,261.32"			
DA140000088501	21870	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	SEGU4461798	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS LTD Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	10	413386/075	000001	9322148315	00010	01	8090695678	0695678 MINI HACHOIR	NON GR OEM	8509900000		2880	PCE	"1,062.10"	772.80	10.6	120.00	CARTON	24.00	1.00	120.00	10.00	237.41	100	"7,179.28"			
DA140000088501	21870	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	SEGU4461798	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS LTD Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	11	413386/075	000001	9322148315	00010	01	8090695678	0695678 MINI HACHOIR	NON GR OEM	8509900000		144	PCE	60.00	38.70	0.7	6.00	CARTON	24.00	121.00	126.00	1.00	237.41	100	"7,179.28"			
DA140000088501	21870	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	SEGU4461798	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS LTD Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	12	415818/014	000001	9322148430	00010	01	8080013076	0A16220 KIT PATISSERIEBC117-MC COMPACT	NON GR OEM	8509900000		1920	PCE	620.00	344.00	9.3	160.00	CARTON	12.00	1.00	160.00	10.00	362.00	100	"10,425.60"			
DA140000088501	21870	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	SEGU4461798	FCL40HQ	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS LTD Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	13	415818/014	000001	9322148430	00010	01	8080013076	0A16220 KIT PATISSERIEBC117-MC COMPACT	NON GR OEM	8509900000		960	PCE	296.00	172.00	4.6	80.00	CARTON	12.00	161.00	240.00	4.00	362.00	100	"10,425.60"			
DA140000088502	21872	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	MOAU0772445	FCL20	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS LTD Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	3	414801/040	000001	9322149331	00010	01	8080010903	0A16015 BOL PETRIN ASS-INOX-KM COMPACT	NON GR OEM	8509900000		648	PCE	381.40	318.60	2.3	54.00	CARTON	12.00	1.00	54.00	3.00	950.00	100	"6,175.00"			
DA140000088502	21872	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	MOAU0772445	FCL20	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS LTD Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	4	414801/039	000001	9322134596	00010	01	8080010903	0A16015 BOL PETRIN ASS-INOX-KM COMPACT	NON GR OEM	8509900000		144	PCE	88.40	70.80	0.8	12.00	CARTON	12.00	1.00	12.00		950.00	100	"33,516.00"			
DA140000088502	21872	Completed	LEE CHRISTINE	YANTIAN	LE HAVRE	MOAU0772445	FCL20	NEW YORK EXPRESS V007W03	23/01/2014	HKG0126954	DSV	10011964	WOO FUNG METAL WORKS LTD Ms Stella MAK	99008001	GROUPE SEB MOULINEX SAS CSP COMPTABILITE FOURNISSEURS	99008097	GROUPE SEB MOULINEX MAYENNE SERVICE RECEPTION	FRANCE	16.01.2014	21.01.2014	WOO FUNG METAL WORKS	5	414801/040	000001	9322149331	00010	01	8080010903	0A16015 BOL PETRIN ASS-INOX-KM COMPACT	NON GR OEM	8509900000		2	PCE	1.10	1.00	0.01	1.00	CARTON	2.00	55.00	55.00	1.00	950.00	100	"6,175.00"			
